"ID","Text","Language","Type","Author Name","Author Username","View Count","Reply Count","Retweet Count","Quote Count","Favorite Count","Bookmark Count","Created At","Tweet URL","Source","hashtags","urls","media_type","media_urls"
"2057072439453180119","Follow my WhatsApp Channel for Latest Job, Internship Opportunities and Updates on Shortlisted Candidates 

Link :

https://t.co/Sj84lvfjt2","en","Reply","Simons","Simon_Ingari","3917","0","0","0","0","0","2026-05-20 17:44:22","https://x.com/Simon_Ingari/status/2057072439453180119","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","https://whatsapp.com/channel/0029Va5mrRwAO7RPMKbYII2n","",""
"2057055228323840059","If you're making a predictable salary, you will have a predictable lifestyle.","en","Tweet","Simons","Simon_Ingari","1126","1","1","0","9","0","2026-05-20 16:35:59","https://x.com/Simon_Ingari/status/2057055228323840059","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","",""
"2057021769953968287","Boss: Care to explain the text I got last night?

Employee: OMG I’m so embarrassed, it was autocorrect.

Boss: So you’re saying autocorrect wrote, “Go to hell and quit your job”?

Employee:  I was trying to type, “Good night, see you tomorrow.”

Boss: Your salary will be raised from next month

Employee: Just like that?

Boss : Yes, you're such a valuable employee.","en","Tweet","Simons","Simon_Ingari","6843","1","0","0","10","2","2026-05-20 14:23:02","https://x.com/Simon_Ingari/status/2057021769953968287","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","",""
"2057011714076668252","during a job interview, a gen z was asked why he wanted to join the company, he replied 'is this company even worth joining'","en","Tweet","Simons","Simon_Ingari","757","3","0","0","4","0","2026-05-20 13:43:04","https://x.com/Simon_Ingari/status/2057011714076668252","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","",""
"2057011113813000629","HR: We lost another senior employee today.

CEO: What happened?

HR: He resigned after receiving an external offer.

CEO: That makes no sense. We could have matched it.

HR: That is the issue. We were willing to pay a stranger 70% more for the same role, but would not give our existing employee even a 20% raise.

CEO: External hiring is different. That is market pricing.

HR: He noticed that too.

CEO: We appreciated his loyalty. He had been here for years.

HR: Yes. And during those years, he consistently exceeded expectations while being told to “wait for the next review cycle.”

CEO: But budgets are complicated for internal employees.

HR: Apparently not for external candidates. The new hire budget was approved in three days. His raise request sat for eight months.

CEO: We had to stay competitive in the hiring market.

HR: He was part of that same market. The only difference is that another company valued him before we did.

CEO: So he left over salary?

HR: Not just salary. He left because he realized loyalty was being rewarded less than leaving.

CEO: That is unfortunate.

HR: Yes. Companies will sometimes trust a candidate after a 45-minute interview more than an employee who already proved themselves for five years.

CEO: So what are you saying?

HR: If companies only recognize employee value after a resignation letter appears, then eventually employees will stop waiting to be appreciated internally.

Sometimes the fastest way for an employee to get market value is to stop being your employee.","en","Tweet","Simons","Simon_Ingari","81928","5","17","0","156","57","2026-05-20 13:40:41","https://x.com/Simon_Ingari/status/2057011113813000629","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","",""
"2057009618086486519","2001:

-  Writing CV: 1 hour
- Getting a job: 1 week

2026:

- Writing CV: 1 minute
-  Getting a job: 1 year","en","Tweet","Simons","Simon_Ingari","721","2","1","0","7","1","2026-05-20 13:34:44","https://x.com/Simon_Ingari/status/2057009618086486519","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","",""
"2057008829645361553","Claude: I’ve fixed all bugs. Everything works perfectly ✅

Me: Login button doesn’t work.

Claude: Oh, that’s strange. Let me fix it...

Claude: Fixed it. Try again.

Me: Now the whole page is blank.

Claude: No worries, final fix...

Me: Site is down.

Claude: ...

Claude: You’ve hit your limit...","en","Tweet","Simons","Simon_Ingari","3458","1","2","0","11","0","2026-05-20 13:31:37","https://x.com/Simon_Ingari/status/2057008829645361553","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","",""
"2057007677872718281","Relative: So where are you working these days?

Me: A tech company. The pay is great, we get yearly raises of around 30%, full work-from-home, real unlimited PTO, and they actually respect personal time.

Relative: Hmm… I’ve never heard of that company before.

Me: That doesn’t really mean anything. It’s still a great company.

Relative: No offense, but if nobody knows the name, it’s probably a small company.

Me: Small company with better pay, better benefits, and less stress than most famous companies.

Relative: Still… I feel like a “real job” is when one can recognize the company name immediately.

Me: And that mindset is exactly why people stay miserable at big-name companies just for social validation.","en","Tweet","Simons","Simon_Ingari","903","3","0","0","11","0","2026-05-20 13:27:02","https://x.com/Simon_Ingari/status/2057007677872718281","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","",""
"2056986119770968161","one of the healthiest habit anyone should learn is not installing Outlook or Teams on your personal phone.","en","Tweet","Simons","Simon_Ingari","905","4","0","0","13","0","2026-05-20 12:01:22","https://x.com/Simon_Ingari/status/2056986119770968161","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","",""
"2056985335431868735","Being called “difficult” because you refused to install Teams on your personal phone is far better than being praised as “reliable” for letting work follow you everywhere.","en","Tweet","Simons","Simon_Ingari","2273","1","0","0","21","0","2026-05-20 11:58:15","https://x.com/Simon_Ingari/status/2056985335431868735","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","",""
"2056983472787570730","Last stage of getting fired is a PIP.","en","Tweet","Simons","Simon_Ingari","1650","2","0","0","13","0","2026-05-20 11:50:51","https://x.com/Simon_Ingari/status/2056983472787570730","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","",""
"2056982548665020674","HR: We lost our System Admin today.

CEO: The one managing all the infrastructure issues?

HR: Yes. He resigned this morning.

CEO: Did another company offer him more money?

HR: No. Salary was not the issue.

CEO: Then why leave?

HR: He said he was exhausted fixing the same system failures every single week.

CEO: That is part of IT work. Problems happen.

HR: He did not mind solving problems. He minded that nobody wanted to fix the root cause.

CEO: We prioritized speed and uptime.

HR: He prioritized stability.

CEO: So he resigned over that?

 ↓  ↓","en","Origin","Simons","Simon_Ingari","7004","2","0","0","13","8","2026-05-20 11:47:11","https://x.com/Simon_Ingari/status/2056982548665020674","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","",""
"2056982554927096085","10 Features of a Standout CV 

Want to have 3-5 interviews in 2 months? Here is how to write your CV

1. Clean, Easy-to-Read Layout: First impressions matter. Keep your CV structured, with clear headings and enough white space for easy scanning.

2. Tailored for the Role: One CV doesn’t fit all jobs. Match your skills and experience to the job description to show you're the perfect fit.

3. Powerful Personal Summary: In a few lines, highlight who you are, what you bring, and why you’re the best candidate. Hook them from the start!

4. Achievements Over Duties: Don’t just list tasks — show impact. Use action verbs and numbers to highlight your results.

5. ATS-Friendly Keywords: Use relevant keywords from the job description to get past Applicant Tracking Systems.

6. Updated Contact Details: Make sure your phone, email, and LinkedIn profile are accurate and easy to find.

7. Relevant Skills Section: Highlight both technical and soft skills that align with the job requirements.

8. Clear Work Experience: List jobs in reverse order, showcasing contributions and achievements in each role.

9. Education & Certifications: Include degrees, relevant courses, and certifications that add value to your profile.

10. Polished and Error-Free: Typos can cost you opportunities. Proofread carefully or get someone to review it for you.

I want to help 50 applicants improve their CVs and LinkedIn profile at a discounted price. You will be surprised at the discount ! 

If you’ve been:
✅ Applying for jobs without getting interviews
✅ Wondering why your CV isn’t working
✅ Ready for a professional CV that stands out

👉 This is for you 

What you’ll get:

💯 A cleaner, stronger CV

💯 ATS-friendly format

💯 CV that shows your strengths clearly

📌 How to get the offer:

Send your CV to cv@oyk.co.ke with the Subject: ""Revamp Discount""

✅ Only 50 slots available — first come, first served!

Let’s help you stand out and land that job.","en","Reply","Simons","Simon_Ingari","1264","1","0","0","1","1","2026-05-20 11:47:12","https://x.com/Simon_Ingari/status/2056982554927096085","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","",""
"2056982558110552564","Follow my WhatsApp Channel for Latest Job, Internship Opportunities and Updates on Shortlisted Candidates 

Link :

https://t.co/Sj84lvfjt2","en","Reply","Simons","Simon_Ingari","842","0","0","0","0","0","2026-05-20 11:47:13","https://x.com/Simon_Ingari/status/2056982558110552564","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","https://whatsapp.com/channel/0029Va5mrRwAO7RPMKbYII2n","",""
"2056979771993850018","Employee: Why did I get scheduled for another interview? I already work here.

HR: This is regarding the candidate you referred last week.

Employee: Wait… the analyst guy?

HR: Yes. Unfortunately, his interview performance was extremely poor .

Employee: Okay, but why am I involved?

HR: Referrals reflect the judgment of the employee who submits them.

Employee: So he failed the interview and now I’m failing by association?

HR: We just want to reassess your decision-making process.

Employee: I referred him because he said he knew Excel, not because I audited his entire existence.

HR: That’s actually one of the areas we’d like to discuss further.","en","Tweet","Simons","Simon_Ingari","8828","2","0","0","19","1","2026-05-20 11:36:09","https://x.com/Simon_Ingari/status/2056979771993850018","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","",""
"2056969746835509494","Managers think that salary increase equals to your mental health","en","Tweet","Simons","Simon_Ingari","877","2","2","0","9","1","2026-05-20 10:56:18","https://x.com/Simon_Ingari/status/2056969746835509494","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","",""
"2056969279539671309","Managers think that being married equals to long term commitment !","en","Tweet","Simons","Simon_Ingari","656","1","0","0","5","1","2026-05-20 10:54:27","https://x.com/Simon_Ingari/status/2056969279539671309","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","",""
"2056968767272608091","HR managers think a 2–5% raise is a salary increase.","en","Tweet","Simons","Simon_Ingari","1850","4","0","0","19","0","2026-05-20 10:52:25","https://x.com/Simon_Ingari/status/2056968767272608091","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","",""
"2056952983393648998","why do good employees get piped?","en","Tweet","Simons","Simon_Ingari","2733","4","0","0","10","0","2026-05-20 09:49:42","https://x.com/Simon_Ingari/status/2056952983393648998","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","",""
"2056952474096079188","STOP apologizing in work meetings","en","Tweet","Simons","Simon_Ingari","1142","2","0","0","12","0","2026-05-20 09:47:40","https://x.com/Simon_Ingari/status/2056952474096079188","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","",""
"2056948098547810611","Most employees just rolls over when they get PIPed. 
""Update your resume, start interviewing, take the severance."" No. my coworker chose violence.

Manager tried to PIP her after  she escalated a project delay that was 100% manager's fault. Classic retaliation move. So instead of crying about it she spent 2 weeks building a case that got him fired.

Here's exactly what she did: ↓","en","Origin","Simons","Simon_Ingari","1651","2","0","0","10","1","2026-05-20 09:30:17","https://x.com/Simon_Ingari/status/2056948098547810611","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","",""
"2056948107955642603","10 Features of a Standout CV

Want to have 3-5 interviews in 2 months? Here is how to write your CV

1. Clean, Easy-to-Read Layout: First impressions matter. Keep your CV structured, with clear headings and enough white space for easy scanning.

2. Tailored for the Role: One CV doesn’t fit all jobs. Match your skills and experience to the job description to show you're the perfect fit.

3. Powerful Personal Summary: In a few lines, highlight who you are, what you bring, and why you’re the best candidate. Hook them from the start!

4. Achievements Over Duties: Don’t just list tasks — show impact. Use action verbs and numbers to highlight your results.

5. ATS-Friendly Keywords: Use relevant keywords from the job description to get past Applicant Tracking Systems.

6. Updated Contact Details: Make sure your phone, email, and LinkedIn profile are accurate and easy to find.

7. Relevant Skills Section: Highlight both technical and soft skills that align with the job requirements.

8. Clear Work Experience: List jobs in reverse order, showcasing contributions and achievements in each role.

9. Education & Certifications: Include degrees, relevant courses, and certifications that add value to your profile.

10. Polished and Error-Free: Typos can cost you opportunities. Proofread carefully or get someone to review it for you.

I want to help 50 applicants improve their CVs and LinkedIn profile at a discounted price. You will be surprised at the discount !

If you’ve been:
✅ Applying for jobs without getting interviews
✅ Wondering why your CV isn’t working
✅ Ready for a professional CV that stands out

👉 This is for you

What you’ll get:

💯 A cleaner, stronger CV

💯 ATS-friendly format

💯 CV that shows your strengths clearly

📌 How to get the offer:

Send your CV to cv@oyk.co.ke with the Subject: ""Revamp Discount""

✅ Only 50 slots available — first come, first served!

Let’s help you stand out and land that job.","en","Reply","Simons","Simon_Ingari","449","1","0","0","0","0","2026-05-20 09:30:19","https://x.com/Simon_Ingari/status/2056948107955642603","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","",""
"2056948110916743335","Follow my WhatsApp Channel for Latest Job, Internship Opportunities and Updates on Shortlisted Candidates

Link :

https://t.co/Sj84lvfjt2","en","Reply","Simons","Simon_Ingari","358","0","0","0","0","0","2026-05-20 09:30:20","https://x.com/Simon_Ingari/status/2056948110916743335","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","https://whatsapp.com/channel/0029Va5mrRwAO7RPMKbYII2n","",""
"2056948098547810611","Most employees just rolls over when they get PIPed. 
""Update your resume, start interviewing, take the severance."" No. my coworker chose violence.

Manager tried to PIP her after  she escalated a project delay that was 100% manager's fault. Classic retaliation move. So instead of crying about it she spent 2 weeks building a case that got him fired.

Here's exactly what she did: ↓","en","Tweet","Simons","Simon_Ingari","1652","2","0","0","10","1","2026-05-20 09:30:17","https://x.com/Simon_Ingari/status/2056948098547810611","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","",""
"2056944720455295397","HR: Your interview went really well. We just need to call your reference manager before we make the final decision.

Candidate: Of course. Here’s his number.

HR starts dialing the number...

Candidate’s phone suddenly starts vibrating loudly on the table.

HR: ...Why is your phone ringing right now?

Candidate quickly declines the call.

HR: Wait. Is that the same number I just dialed?

Candidate: Okay, before you judge me, let me explain.

HR: You put yourself down as your own reference manager?!

Candidate: Technically nobody knows my work ethic better than me.","en","Tweet","Simons","Simon_Ingari","12819","2","0","0","27","1","2026-05-20 09:16:52","https://x.com/Simon_Ingari/status/2056944720455295397","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","",""
"2056940049246417215","Me: This traveling assignment is fun.

Coworker: The daily $100 company food stipend is what I love most.

Me: Today I’m having restaurant lunch, tacos, and milkshakes.

Coworker: I like your taste. I’m getting the same thing.

Moments later...

Me: That was an unforgettable lunch. We both still have about $40 left!

Coworker: I going find something to spend this $40 on.

Me: We just ate. You don’t need anything else. Just let that $40 ride.

Coworker: Who the hell are you to act like $40 doesn’t mean anything to you?!

Me: I’m just saying you don’t have to force yourself to spend it.

Coworker: If I owed the company $40, they would take that money out of my paycheck immediately.

Me: Honestly… when you put it that way, I understand your logic.

Coworker: Anyway, I’m about to spend this entire $40 on Skittles.

Me: I’m dying!!

Coworker: Corporate taught me one thing — never leave free money on the table.","en","Tweet","Simons","Simon_Ingari","2498","2","1","0","10","0","2026-05-20 08:58:18","https://x.com/Simon_Ingari/status/2056940049246417215","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","",""
"2056929863857328154","HR : I offered a young engineer €400,000 salary to join our startup

Boss : That was a great offer. It's a yes deal.

HR : He declined

Boss :This is the most ungrateful generation I have ever seen

HR : Yes, how can you reject such a package?

Boss : Did you mention all the 8 added benefits ?

HR : Absolutely yes.

Boss : This is more than he would make at OpenAI or Google in the US

HR : His loss, I already offered the role to a more grateful candidate at €250,000","en","Tweet","Simons","Simon_Ingari","66026","10","2","0","112","30","2026-05-20 08:17:50","https://x.com/Simon_Ingari/status/2056929863857328154","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","",""
